1             -1             99     3.6100e-05     2.1900e-05     1.0200e-05     1.0700e-13     3.5667e-14
2             -1            135     3.6100e-05     1.3700e-04     1.0000e-05     6.4500e-14     2.1500e-14
3             -1            164     3.6100e-05     1.2400e-04     1.0000e-05     4.2200e-14     1.4067e-14
4             -1            226     3.6100e-05     1.6100e-04     1.0000e-05     4.4600e-14     1.4867e-14
5             -1            243     3.6100e-05     2.6800e-05     2.6800e-05     1.5000e-14     5.0000e-15
6             -1            263     3.6100e-05     1.1100e-04     2.0000e-05     3.7800e-14     1.2600e-14
7             -1            285     3.6100e-05     1.2900e-05     1.0000e-05     2.5700e-14     8.5667e-15
8             -1            295     3.6100e-05     3.5600e-05     2.0000e-05     5.7700e-14     1.9233e-14
9             -1            305     3.6100e-05     4.5100e-05     1.0000e-05     4.3200e-14     1.4400e-14
10             -1            312     3.6100e-05     9.5400e-05     1.0000e-05     3.8300e-14     1.2767e-14
11             -1            343     3.6100e-05     2.6700e-05     1.0000e-05     1.8400e-14     6.1333e-15
12             -1            376     3.6100e-05     6.6700e-05     2.0000e-05     3.7800e-14     1.2600e-14
13             -1            413     3.6100e-05     9.8700e-05     1.0000e-05     4.1200e-14     1.3733e-14
14             -1            515     3.6100e-05     3.1200e-05     1.0000e-05     4.2700e-14     1.4233e-14
15             -1            559     3.6100e-05     1.5100e-04     2.0000e-05     2.4300e-15     8.1000e-16
16             -1            578     3.6100e-05     1.2400e-05     2.0000e-05     3.4000e-14     1.1333e-14
17             -1            581     3.6100e-05     4.1700e-05     1.0000e-05     6.6500e-14     2.2167e-14
18             -1            596     3.6100e-05     7.4100e-05     1.0000e-05     3.5900e-14     1.1967e-14
19             -1            603     3.6100e-05     3.5800e-05     1.0000e-05     3.3500e-14     1.1167e-14
20             -1            622     3.6100e-05     3.6800e-05     2.0000e-05     5.0000e-14     1.6667e-14
21             -1            679     3.6100e-05     2.5600e-05     1.6900e-05     2.3800e-14     7.9333e-15
22             -1            701     3.6100e-05     1.1100e-04     2.0000e-05     2.5200e-14     8.4000e-15
23             -1            705     3.6100e-05     4.4600e-05     1.0000e-05     1.2900e-13     4.3000e-14
24             -1            743     3.6100e-05     3.5900e-05     2.0000e-05     3.7800e-14     1.2600e-14
25             -1            847     3.6100e-05     1.0700e-04     1.0000e-05     5.1400e-14     1.7133e-14
26             -1            850     3.6100e-05     6.3500e-05     1.0000e-05     4.3700e-15     1.4567e-15
27             -1            860     3.6100e-05     4.7700e-05     1.0000e-05     5.4300e-14     1.8100e-14
28             -1            887     3.6100e-05     1.0600e-04     1.0000e-05     4.1700e-14     1.3900e-14
29             -1            937     3.6100e-05     1.0000e-05     1.4000e-05     3.6400e-14     1.2133e-14
30             -1            947     3.6100e-05     1.2200e-05     1.0000e-05     2.1800e-14     7.2667e-15
31             -1           1013     3.6100e-05     1.6900e-04     2.2500e-05     8.2500e-15     2.7500e-15
32             -1           1038     3.6100e-05     4.2800e-05     1.0000e-05     4.8500e-16     1.6167e-16
33             -1           1043     3.6100e-05     5.4800e-05     2.0000e-05     4.8500e-16     1.6167e-16
34             -1           1074     3.6100e-05     4.0000e-05     1.0000e-05     1.5000e-14     5.0000e-15
35             -1           1080     3.6100e-05     1.4100e-04     1.0000e-05     9.9400e-14     3.3133e-14
36             -1           1105     3.6100e-05     6.9400e-05     1.0000e-05     9.9400e-14     3.3133e-14
37             -1           1113     3.6100e-05     1.0800e-04     1.0000e-05     4.4100e-14     1.4700e-14
38             -1           1168     3.6100e-05     1.3600e-04     1.0000e-05     5.0400e-14     1.6800e-14
39             -1           1273     3.6100e-05     1.0800e-05     2.0000e-05     4.8500e-16     1.6167e-16
40             -1           1277     3.6100e-05     2.0200e-04     2.0000e-05     1.5500e-14     5.1667e-15
41             -1           1339     3.6100e-05     1.1900e-04     1.0000e-05     3.4000e-14     1.1333e-14
42             -1           1360     3.6100e-05     8.7100e-05     1.0000e-05     4.1700e-14     1.3900e-14
43             -1           1421     3.6100e-05     1.9600e-05     1.3800e-05     2.8100e-14     9.3667e-15
44             -1           1476     3.6100e-05     3.7400e-05     1.0000e-05     7.0800e-14     2.3600e-14
45             -1           1516     3.6100e-05     9.5000e-05     1.0000e-05     8.2500e-15     2.7500e-15
46             -1           1541     3.6100e-05     2.4600e-05     2.0000e-05     4.8500e-16     1.6167e-16
47             -1           1543     3.6100e-05     2.7700e-05     1.0000e-05     3.2500e-14     1.0833e-14
48             -1           1557     3.6100e-05     1.6400e-04     1.0000e-05     8.2500e-14     2.7500e-14
49             -1           1627     3.6100e-05     1.3500e-04     1.0000e-05     3.1500e-14     1.0500e-14
50             -1           1639     3.6100e-05     4.7000e-05     2.0000e-05     3.7800e-14     1.2600e-14
51             -1           1679     3.6100e-05     1.3600e-04     1.8600e-05     1.6500e-14     5.5000e-15
52             -1           2045     3.6100e-05     1.1600e-05     1.0000e-05     3.1500e-14     1.0500e-14
53             -1           2063     3.6100e-05     5.7600e-05     1.7000e-05     4.8500e-14     1.6167e-14
54             -1           2068     3.6100e-05     9.0300e-05     1.0000e-05     8.2500e-15     2.7500e-15
55             -1           2139     3.6100e-05     1.1100e-04     2.0000e-05     2.8600e-14     9.5333e-15
56             -1           2157     3.6100e-05     5.8600e-05     1.0000e-05     6.9900e-14     2.3300e-14
57             -1           2260     3.6100e-05     5.5900e-05     1.0000e-05     7.9100e-14     2.6367e-14
58             -1           2273     3.6100e-05     1.8100e-04     1.0000e-05     1.3100e-14     4.3667e-15
59             -1           2277     3.6100e-05     2.1800e-05     1.0000e-05     6.4000e-14     2.1333e-14
60             -1           2364     3.6100e-05     8.7300e-05     1.0000e-05     1.0700e-14     3.5667e-15
61             -1           2375     3.6100e-05     1.1400e-04     1.0000e-05     1.0200e-14     3.4000e-15
62             -1           2428     3.6100e-05     2.6400e-05     1.0000e-05     4.6600e-14     1.5533e-14
63             -1           2456     3.6100e-05     6.3400e-05     3.0700e-05     3.4900e-14     1.1633e-14
64             -1           2485     3.6100e-05     7.7100e-05     1.0000e-05     7.8100e-14     2.6033e-14
65             -1           2503     3.6100e-05     1.2700e-04     1.0000e-05     2.8600e-14     9.5333e-15
66             -1           2562     3.6100e-05     8.0400e-05     1.0000e-05     2.0900e-14     6.9667e-15
67             -1           2575     3.6100e-05     1.2100e-04     1.0000e-05     3.3000e-14     1.1000e-14
68             -1           2597     3.6100e-05     3.8300e-05     1.0000e-05     2.4300e-14     8.1000e-15
69             -1           2618     3.6100e-05     7.8300e-05     2.0100e-05     8.9300e-14     2.9767e-14
70             -1           2638     3.6100e-05     2.1300e-05     1.0000e-05     4.3700e-14     1.4567e-14
71             -1           2650     3.6100e-05     6.6000e-05     1.0000e-05     3.3500e-14     1.1167e-14
